City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,simenqian,27.4872,110.8861,7.65,95,96,0.83,CN,1704663244
283,tambacounda,13.7539,-13.7586,31.03,22,0,3.09,SN,1704663245
284,mtwara,-10.2667,40.1833,25.77,86,87,3.17,TZ,1704663245
285,susuman,62.7833,148.1667,-38.34,98,98,1.34,RU,1704663246
286,margate,51.3813,1.3862,3.28,66,25,3.13,GB,1704662980
287,alo,7.4178,6.7371,27.88,19,32,0.52,NG,1704663247
288,port blair,11.6667,92.75,25.89,78,3,4.43,IN,1704663247
289,brcko,44.8728,18.8083,2.09,98,100,5.56,BA,1704663247
290,fort st. john,56.2499,-120.8529,-20.06,77,20,4.12,CA,1704663236
291,akrehamn,59.2667,5.1833,-3.1,79,20,4.12,NO,1704663248
292,cruzeiro do sul,-29.5128,-51.9853,30.83,74,85,4.93,BR,1704663248
293,camoapa,12.3839,-85.5116,30.12,55,10,6.51,NI,1704663249
294,yoichi,43.2039,140.7703,-1.51,80,100,8.72,JP,1704663249
295,touros,-5.1989,-35.4608,27.23,76,72,4.15,BR,1704663250
296,al matariyah,31.1829,32.0311,16.97,52,39,5.3,EG,1704663250
297,crane,31.3974,-102.3501,15.83,24,1,12.75,US,1704663250
298,brookings,44.3114,-96.7984,-6.01,77,0,3.6,US,1704663251
299,fale old settlement,-9.3852,-171.2468,27.65,77,92,6.53,TK,1704663251
300,ola,59.5833,151.2833,-32.32,90,19,3.1,RU,1704663252
301,lospalos,-8.5186,127.0025,23.6,85,94,0.63,TL,1704663252
302,fernley,39.608,-119.2518,2.38,47,2,3.13,US,1704663252
303,bardai,11.65,7.2333,19.38,15,0,4.13,NG,1704663253
304,san juan,-31.5375,-68.5364,33.93,21,0,5.6,AR,1704663253
305,gainesville,29.6516,-82.3248,15.42,62,0,2.57,US,1704663254
306,kharp,66.8014,65.8081,-22.92,99,21,1.61,RU,1704663254
307,grand falls-windsor,48.9332,-55.6649,-6.39,73,19,1.34,CA,1704663254
308,magadan,59.5667,150.8,-32.13,83,7,2.64,RU,1704663255
309,kuqa,41.7278,82.9364,-3.45,53,0,1.36,CN,1704663255
310,princeville,45.7668,-61.2985,-3.71,79,100,1.03,CA,1704663256
311,taulaga,-11.0553,-171.0883,28.35,72,99,4.21,AS,1704663256
312,palasa,18.7667,84.4167,19.9,73,30,2.12,IN,1704663257
313,cidreira,-30.1811,-50.2056,24.72,85,76,5.43,BR,1704663257
314,sao vicente,-23.9631,-46.3919,29.1,57,40,4.12,BR,1704663257
315,minas de marcona,-15.2119,-75.1103,20.24,66,97,5.88,PE,1704663258
316,smithers,54.7804,-127.1743,-2.82,86,75,0.0,CA,1704663008
317,nabire,-3.3667,135.4833,24.17,93,100,1.21,ID,1704663259
318,woolgoolga,-30.1106,153.2007,25.02,73,70,4.14,AU,1704663259
319,mkushi,-13.6202,29.3939,17.55,92,49,1.66,ZM,1704663259
320,sodra sandby,56.5667,16.6167,-1.17,75,26,6.85,SE,1704663260
321,aconibe,1.2968,10.9369,20.63,98,43,1.22,GQ,1704663260
322,khagrachhari,23.1,91.9667,12.01,91,6,1.0,BD,1704663260
323,fort bragg,35.139,-79.006,14.08,44,0,8.75,US,1704663261
324,senekal,-28.3197,27.6208,18.24,70,81,2.04,ZA,1704663261
325,qujing,25.4833,103.7833,3.75,80,1,1.51,CN,1704663261
326,chernyshevskiy,63.0128,112.4714,-29.28,95,61,3.86,RU,1704663262
327,oriximina,-1.7656,-55.8661,26.05,81,77,1.44,BR,1704663262
328,panyam,9.4167,9.2167,17.42,18,1,2.52,NG,1704663263
329,utrik,11.2278,169.8474,26.86,70,49,8.76,MH,1704663263
330,nouadhibou,20.931,-17.0347,20.99,64,1,5.14,MR,1704663263
331,tavda,58.0425,65.2726,-17.31,96,100,2.71,RU,1704663264
332,saiha,22.4833,92.9667,11.11,72,2,1.62,IN,1704663264
333,trincomalee,8.5711,81.2335,26.36,83,59,4.35,LK,1704663265
334,bel ombre,-4.6167,55.4167,26.91,83,40,3.09,SC,1704663265
335,pangody,65.85,74.4859,-21.36,96,100,2.79,RU,1704663265
336,peace river,56.2501,-117.286,-21.83,77,75,1.03,CA,1704663102
337,jawf al maqbabah,13.8378,45.8349,17.79,58,28,2.87,YE,1704663266
338,nizhneudinsk,54.9076,99.0276,-21.51,98,22,1.4,RU,1704663266
339,bedarieux,43.6155,3.1571,4.81,72,100,10.64,FR,1704663267
340,greymouth,-42.4667,171.2,19.27,63,3,2.35,NZ,1704663267
341,arteche,12.2645,125.4048,25.55,90,36,3.94,PH,1704663267
342,mahdia,35.5047,11.0622,9.97,55,2,8.93,TN,1704663268
343,menongue,-14.6585,17.691,18.14,89,34,1.69,AO,1704663268
344,nemuro,43.3236,145.575,-1.66,73,16,5.37,JP,1704663269
345,inirida,3.8653,-67.9239,29.17,62,81,1.14,CO,1704663269
346,arkhangel'sk,64.5401,40.5433,-10.94,100,100,3.0,RU,1704663269
347,pourham,14.35,-16.4167,30.12,22,0,4.59,SN,1704663270
348,altai,46.3722,96.2583,-13.48,96,100,2.29,MN,1704663270
349,buka,40.8108,69.1986,8.5,84,100,1.98,UZ,1704663270
350,berezovyy,51.6667,135.7,-24.79,89,62,1.41,RU,1704663271
351,narasannapeta,18.4167,84.05,18.61,78,13,2.6,IN,1704663271
352,dawei,14.0833,98.2,21.8,75,8,1.49,MM,1704663272
353,lazaro cardenas,17.9583,-102.2,27.68,58,98,2.45,MX,1704663272
354,floro,61.5996,5.0328,1.65,51,20,3.6,NO,1704663272
355,katsuura,35.1333,140.3,7.01,60,34,9.51,JP,1704663273
356,thurso,58.5927,-3.5259,0.14,72,88,1.02,GB,1704663273
357,stettler,52.3168,-112.7186,-15.14,87,100,1.85,CA,1704663273
358,the pas,53.8251,-101.2541,-18.99,65,0,2.57,CA,1704663274
359,krasnogorskiy,54.6025,61.231,-17.45,93,100,6.59,RU,1704663274
360,muynoq,43.7683,59.0214,2.44,81,49,5.37,UZ,1704663275
361,mugia,43.1041,-9.2179,4.39,74,61,3.77,ES,1704663275
362,apolinario saravia,-24.4328,-63.9954,38.42,24,0,5.8,AR,1704663275
363,puerto lempira,15.2667,-83.7667,27.42,74,17,4.37,HN,1704663208
364,sandnessjoen,66.0217,12.6316,3.06,87,75,3.6,NO,1704663276
365,trail,49.0998,-117.7022,4.27,88,100,1.09,CA,1704663276
366,prince rupert,54.3161,-130.3201,2.83,93,0,7.2,CA,1704663277
367,suntar,62.1444,117.6319,-18.27,92,100,4.19,RU,1704663277
368,cannonvale,-20.2833,148.7,27.66,75,100,4.08,AU,1704663277
369,barra de santo antonio,-9.4047,-35.5072,27.6,79,0,4.34,BR,1704663278
370,barah,13.7,30.3667,19.31,31,20,4.05,SD,1704663278
371,mossel bay,-34.1831,22.146,17.96,81,100,0.34,ZA,1704663278
372,ta`u,-14.2336,-169.5144,28.45,78,73,5.48,AS,1704663279
373,red hill,33.9996,-79.2581,14.44,59,7,5.27,US,1704663279
374,hartsville,34.374,-80.0734,13.8,53,20,4.63,US,1704663279
375,icmeler,40.8464,29.3089,14.5,58,75,6.17,TR,1704663280
376,kem',64.9555,34.5793,-9.86,82,100,7.1,RU,1704663280
377,jutai,-5.1833,-68.9,28.29,75,79,0.07,BR,1704663281
378,camacupa,-12.0167,17.4833,16.59,95,100,1.73,AO,1704663281
379,geraldton,-28.7667,114.6,20.23,88,7,3.6,AU,1704663048
380,sinabang,2.4803,96.3801,26.56,81,98,0.28,ID,1704663281
381,choibalsan,48.0667,114.5,-17.13,80,62,3.82,MN,1704663282
382,road town,18.4167,-64.6167,28.05,69,40,3.6,VG,1704663267
383,dumka,24.2667,87.25,15.58,80,0,2.32,IN,1704663282
384,shantobe,52.4581,68.1839,-1.17,97,100,7.74,KZ,1704663283
385,safi,32.1667,-8.8333,11.73,43,46,3.15,MA,1704663283
386,ohara,35.25,140.3833,4.71,58,29,8.28,JP,1704663283
387,kyshtovka,56.555,76.6271,-10.92,95,100,4.92,RU,1704663284
388,altoona,40.5187,-78.3947,2.99,84,100,1.79,US,1704663219
389,onega,63.9061,38.1404,-16.27,95,97,2.41,RU,1704663284
390,antigo,45.1402,-89.1523,-1.36,80,100,3.6,US,1704663285
391,el triunfo,-1.9333,-79.9667,30.02,70,100,4.23,EC,1704663285
392,chengde,40.9725,117.9361,-15.35,93,69,1.25,CN,1704663285
393,elesbao veloso,-6.2019,-42.1403,26.16,75,81,0.28,BR,1704663286
394,salto,-31.3833,-57.9667,23.49,86,99,2.1,UY,1704663286
395,togur,58.3631,82.8265,-23.53,100,93,3.73,RU,1704663286
396,majie,25.0333,102.6361,3.99,81,0,2.0,CN,1704663287
397,kayangel,8.0823,134.7173,28.5,79,100,6.76,PW,1704663287
398,santa marta de ortigueira,43.6833,-7.85,8.91,69,42,5.23,ES,1704663288
399,bokhan,53.153,103.7714,-22.68,100,84,0.69,RU,1704663288
400,hazard,37.2495,-83.1932,4.83,81,100,4.18,US,1704663289
401,panguipulli,-39.6333,-72.3333,18.92,46,60,2.8,CL,1704663150
402,besisahar,28.2313,84.3761,12.02,31,0,2.81,NP,1704663290
403,beitbridge,-22.2167,30.0,26.42,43,3,3.2,ZW,1704663291
404,rudbar,30.15,62.6,9.34,48,47,6.55,AF,1704663291
405,mata-utu,-13.2816,-176.1745,28.3,78,99,4.08,WF,1704663291
406,la'ie,21.6477,-157.9253,27.98,71,33,1.34,US,1704663291
407,akhtyrskiy,44.8546,38.3031,10.5,81,85,2.3,RU,1704663292
408,guercif,34.2257,-3.3536,10.13,45,25,1.55,MA,1704663292
409,sao jose da coroa grande,-8.8978,-35.1478,26.33,77,0,4.47,BR,1704663292
410,uliastay,47.7417,96.8444,-17.75,91,100,2.0,MN,1704663293
411,ji'an,27.1172,114.9793,9.31,91,100,2.66,CN,1704663294
412,rio gallegos,-51.6226,-69.2181,16.03,25,40,9.77,AR,1704663083
413,umluj,25.0213,37.2685,25.56,50,0,3.54,SA,1704663294
414,kapa'a,22.0752,-159.319,27.28,74,75,5.14,US,1704663295
415,lompoc,34.6391,-120.4579,15.56,40,0,6.69,US,1704663295
416,shaydon,40.6747,70.346,5.85,82,95,1.75,TJ,1704663295
417,wau,7.7029,27.9953,24.06,24,0,2.34,SS,1704663296
418,krasnoyarskaya,47.6501,42.0443,1.06,79,100,7.6,RU,1704663296
419,ghanzi,-21.5667,21.7833,29.16,33,99,2.79,BW,1704663296
420,kedrovyy,56.1667,91.8167,-24.52,99,48,1.86,RU,1704663297
421,bullsbrook,-31.6667,116.0,25.03,36,0,1.54,AU,1704663297
422,saint-malo,48.5,-1.8333,5.97,86,77,5.8,FR,1704663297
423,lata,40.1629,-8.3327,4.49,81,44,0.87,PT,1704663298
424,bac lieu,9.285,105.7244,24.94,79,68,6.71,VN,1704663298
425,new plymouth,-39.0667,174.0833,23.23,77,63,2.95,NZ,1704663298
426,razole,16.4833,81.8333,23.44,70,98,3.85,IN,1704663299
427,leticia,-4.2153,-69.9406,25.03,94,75,2.06,CO,1704663299
428,gibsons,49.3997,-123.5027,5.45,77,73,0.89,CA,1704663299
429,nishinoomote,30.7333,131.0,9.31,66,23,8.42,JP,1704663300
430,jabor,5.921,169.6434,27.98,79,100,7.09,MH,1704663300
431,tromso,69.6496,18.957,0.01,86,75,7.72,NO,1704663301
432,saint-mandrier-sur-mer,43.078,5.929,8.92,56,0,2.57,FR,1704663301
433,palikir - national government center,6.9248,158.1611,28.47,84,40,5.14,FM,1704663302
434,prachuap khiri khan,12.2167,99.75,20.6,67,100,1.17,TH,1704663302
435,ponta delgada,37.7333,-25.6667,16.4,67,20,7.2,PT,1704663302
436,merowe,18.4833,31.8167,20.86,27,0,5.02,SD,1704663303
437,grand-bassam,5.2118,-3.7388,25.98,86,29,3.1,CI,1704663303
438,yantarnyy,54.8717,19.9381,-17.08,82,62,7.8,RU,1704663303
439,jamjamal,35.5365,44.8317,0.19,39,32,1.62,IQ,1704663304
440,inari,68.906,27.0288,-10.89,85,100,4.95,FI,1704663304
441,severo-yeniseyskiy,60.3725,93.0408,-30.79,100,99,1.79,RU,1704663304
442,leh,34.1667,77.5833,-7.48,40,99,0.18,IN,1704663305
443,bafia,4.75,11.2333,21.15,41,2,0.79,CM,1704663305
444,walvis bay,-22.9575,14.5053,18.53,82,0,2.57,NA,1704663305
445,auki,-8.7676,160.7034,28.11,76,68,1.54,SB,1704663306
446,al hazm,16.1641,44.7769,16.06,47,11,1.79,YE,1704663306
447,beau vallon,-20.4189,57.6953,26.13,78,75,1.54,MU,1704663307
448,waddan,29.1614,16.139,11.69,31,31,2.36,LY,1704663308
449,obudu,6.6674,9.1716,26.05,18,3,1.58,NG,1704663308
450,itati,-27.2704,-58.2446,33.68,50,31,4.56,AR,1704663309
451,marquette,46.5333,-87.6335,-2.31,87,100,3.58,US,1704663309
452,wingham,43.8879,-81.3114,0.71,89,96,1.24,CA,1704663309
453,hashtrud,37.4779,47.0508,0.52,36,16,1.0,IR,1704663310
454,axim,4.8699,-2.2405,27.2,86,14,3.2,GH,1704663310
455,murun-kuren,49.6342,100.1625,-17.78,97,99,1.28,MN,1704663311
456,zhangye,38.9342,100.4517,-4.25,36,91,1.84,CN,1704663311
457,tamanrasset,22.785,5.5228,11.95,14,0,2.57,DZ,1704663311
458,linxia chengguanzhen,35.6003,103.2064,-2.01,33,0,0.84,CN,1704663312
459,tibati,6.4667,12.6333,20.81,18,4,1.75,CM,1704663312
460,williams lake,52.1415,-122.1445,-4.24,71,20,1.54,CA,1704663110
461,jaru,-10.4389,-62.4664,26.95,83,56,1.78,BR,1704663313
462,santyoku,37.4406,129.1708,-4.77,44,0,2.75,KR,1704663313
463,pisco,-13.7,-76.2167,25.03,69,40,11.32,PE,1704663089
464,hugo,45.16,-92.9933,-3.03,86,100,2.57,US,1704663016
465,rakvere,59.3464,26.3558,-13.67,94,39,2.94,EE,1704663314
466,eyl,7.9803,49.8164,23.5,70,10,8.54,SO,1704663314
467,menaka,15.9182,2.4022,25.16,12,49,4.49,ML,1704663314
468,jatiroto,-7.8833,111.1167,23.63,92,94,0.52,ID,1704663315
469,doka,13.5167,35.7667,23.64,29,5,3.27,SD,1704663315
470,ngorongoro,-3.2397,35.4875,12.6,93,99,0.93,TZ,1704663315
471,chlumec nad cidlinou,50.1544,15.4603,-3.85,64,92,3.62,CZ,1704663316
472,brady,31.1352,-99.3351,17.52,31,0,9.26,US,1704663316
473,kristiansund,63.1115,7.732,1.36,69,75,1.54,NO,1704663317
474,novyy urengoy,66.0833,76.6333,-20.92,96,100,3.05,RU,1704663317
475,alakurtti,66.9672,30.3491,-10.13,92,100,3.75,RU,1704663317
476,kitale,1.0157,35.0062,17.54,67,100,0.69,KE,1704663318
477,daromehar,24.7946,68.1805,16.14,31,0,3.96,PK,1704663318
478,abepura,-2.6333,140.5833,24.45,100,40,1.54,ID,1704663318
479,windsbach,49.2479,10.8265,-2.62,74,75,4.63,DE,1704663319
480,myitkyina,25.3833,97.4,10.72,72,0,1.2,MM,1704663319
481,paracuru,-3.41,-39.0306,28.39,75,60,5.1,BR,1704663319
482,pionerskiy,54.9508,20.2275,-12.14,76,55,7.97,RU,1704663320
483,morbi,22.8167,70.8333,17.58,51,3,4.53,IN,1704663320
484,maragogi,-9.0122,-35.2225,26.11,77,0,4.31,BR,1704663320
485,saint-pierre,-21.3393,55.4781,23.99,78,0,2.06,RE,1704663321
486,mahina,-17.5065,-149.489,29.87,70,20,3.09,PF,1704663321
487,terra nova,-12.3667,-40.6667,25.65,61,100,1.26,BR,1704663321
488,kuznetsk,53.1167,46.6004,-25.42,98,6,1.9,RU,1704663322
489,erenhot,43.6475,111.9767,-10.97,85,100,2.46,CN,1704663322
490,puerto armuelles,8.2833,-82.8667,32.99,72,63,3.65,PA,1704663322
491,broome,42.2506,-75.833,-0.4,92,100,5.66,US,1704663323
492,kerikeri,-35.2268,173.9474,23.28,71,16,0.89,NZ,1704663323
493,chos malal,-37.3781,-70.2709,24.23,20,0,11.73,AR,1704663323
494,castillos,-34.1667,-53.8333,21.5,92,100,2.83,UY,1704663324
495,constitucion,-35.3333,-72.4167,18.25,66,2,8.44,CL,1704663324
496,booue,-0.0921,11.9385,23.52,95,51,0.86,GA,1704663324
497,mount airy,36.4993,-80.6073,9.17,56,75,5.66,US,1704663325
498,elko,41.0002,-115.5012,-2.37,61,99,6.71,US,1704663325
499,karachev,53.1229,34.9852,-19.08,93,100,3.86,RU,1704663325
500,port saint john's,-31.6229,29.5448,21.81,90,100,3.13,ZA,1704663326
501,arraial do cabo,-22.9661,-42.0278,26.98,78,0,5.14,BR,1704663326
502,enewetak,11.3474,162.3373,27.39,70,24,8.63,MH,1704663326
503,egilsstadir,65.2653,-14.3948,4.95,70,0,4.63,IS,1704663327
504,rutland,43.6167,-73.0162,-2.49,92,100,0.0,US,1704663327
505,fukuecho,32.6881,128.8419,6.21,62,63,6.83,JP,1704663327
506,raton,36.9034,-104.4391,1.19,59,0,0.0,US,1704663328
507,ouesso,1.6136,16.0517,23.66,40,27,1.45,CG,1704663328
508,makarov,48.6333,142.8,-15.88,95,77,1.96,RU,1704663328
509,port alberni,49.2413,-124.8028,5.91,73,73,1.01,CA,1704663329
510,bodo,67.28,14.405,4.02,70,75,9.26,NO,1704663329
511,kamaishi,39.2667,141.8833,-0.72,60,21,5.37,JP,1704663329
512,banda aceh,5.5577,95.3222,25.09,91,93,5.01,ID,1704663330
513,la sarre,48.8002,-79.1996,-11.29,96,93,0.87,CA,1704663330
514,khawr fakkan,25.3313,56.342,20.03,61,0,2.88,AE,1704663330
515,arys,42.4252,68.795,7.22,85,100,3.39,KZ,1704663331
516,broken hill,-31.95,141.4333,21.25,69,0,6.88,AU,1704663331
517,carutapera,-1.195,-46.02,25.02,89,100,2.48,BR,1704663331
518,anna regina,7.2644,-58.5077,25.37,79,22,3.53,GY,1704663332
519,san antonio de pale,-1.4014,5.6325,27.23,76,24,3.11,GQ,1704663332
520,bom jesus,-9.0744,-44.3586,27.45,69,100,0.79,BR,1704663332
521,sitka,57.0531,-135.33,3.94,60,0,6.17,US,1704663335
522,nieuw amsterdam,5.8833,-55.0833,30.09,72,20,5.14,SR,1704663336
523,nelson bay,-32.7167,152.15,24.5,75,99,3.13,AU,1704663336
524,alofi,-19.0595,-169.9187,27.94,89,24,2.06,NU,1704663336
525,punta del este,-34.9667,-54.95,26.06,84,75,4.12,UY,1704663337
526,bria,6.5423,21.9863,21.37,23,49,0.9,CF,1704663337
527,hobyo,5.3505,48.5268,24.8,72,48,9.84,SO,1704663337
528,happy valley-goose bay,53.3168,-60.3315,-12.83,43,75,7.72,CA,1704663338
529,balqash,46.8481,74.995,1.86,98,100,6.43,KZ,1704663338
530,borzya,50.3833,116.5167,-29.16,99,54,0.76,RU,1704663338
531,preobrazheniye,42.9019,133.9064,-14.54,68,0,3.83,RU,1704663339
532,haapavesi,64.1333,25.3667,-5.27,92,100,0.45,FI,1704663339
533,chenzhou,25.8,113.0333,10.14,96,100,1.89,CN,1704663340
534,alaghsas,17.0187,8.0168,20.07,15,9,4.42,NE,1704663340
535,yarovoye,52.9273,78.58,-1.78,97,100,8.99,RU,1704663340
536,vila franca do campo,37.7167,-25.4333,16.23,76,100,5.49,PT,1704663341
537,tuchkovo,55.6011,36.4681,-25.11,97,5,1.33,RU,1704663341
538,lagos,6.5833,3.75,28.18,85,13,2.18,NG,1704663212
539,cururupu,-1.8283,-44.8683,24.09,92,94,1.33,BR,1704663342
540,langxiang,46.95,128.8833,-21.95,95,94,1.87,CN,1704663342
541,hohhot,40.8106,111.6522,-18.84,78,0,2.0,CN,1704663343
542,samtredia,42.1537,42.3352,13.15,38,0,6.17,GE,1704663343
543,westport,41.1415,-73.3579,2.49,81,100,3.6,US,1704663344
544,bubaque,11.2833,-15.8333,26.76,64,24,4.76,GW,1704663344
545,nantucket,41.2835,-70.0995,1.66,95,100,18.93,US,1704663344
546,moroto,2.5345,34.6666,23.04,42,27,3.24,UG,1704663345
547,lerwick,60.1545,-1.1494,4.0,83,100,4.69,GB,1704663345
548,ust'-ilimsk,58.0006,102.6619,-26.54,100,95,1.79,RU,1704663345
549,hengyang,26.8881,112.615,9.22,88,99,2.39,CN,1704663345
550,taunggyi,20.7833,97.0333,8.24,70,4,0.71,MM,1704663346
551,vorkuta,67.5,64.0,-22.07,99,100,4.16,RU,1704663346
552,kibungo,-2.1597,30.5427,17.51,93,100,0.79,RW,1704663347
553,tazacorte,28.629,-17.9293,18.54,91,0,3.6,ES,1704663347
554,volkhov,59.9258,32.3382,-19.57,89,7,2.3,RU,1704663347
555,luwingu,-10.2621,29.9271,17.94,97,100,1.54,ZM,1704663259
556,nueva gerona,21.8833,-82.8,26.83,74,96,0.95,CU,1704663348
557,opuwo,-18.0607,13.84,19.84,84,100,1.4,NA,1704663348
558,yeppoon,-23.1333,150.7333,24.88,77,98,4.62,AU,1704663349
559,bagra,23.7333,86.3167,16.81,74,5,2.34,IN,1704663349
560,eraan,9.0629,117.7016,25.49,90,84,2.21,PH,1704663350
561,buala,-8.145,159.5921,28.37,77,27,2.13,SB,1704663350
562,saint albans,51.75,-0.3333,3.0,85,100,4.63,GB,1704663350
563,labytnangi,66.6572,66.4183,-28.86,100,65,1.35,RU,1704663351
564,aitape,-3.1374,142.3475,26.54,85,100,1.67,PG,1704663285
565,abadeh,31.1608,52.6506,1.85,21,0,1.96,IR,1704663351
566,victoria,22.2855,114.1577,18.47,78,97,6.71,HK,1704662559
